hold,tau_syn,adapt_b,tau_w,adapt_b2,tau_w2,n_input,input_scale,inh_scale,mc1,total_mc,horizon_ms,reach_ms,sep,ratio,regime
150,5.0,4.0,400.0,0.0,800.0,100,8.0,1.0,0.11108956468504459,0.564002283300529,15.0,15.0,0.5029072080147409,0.4516088005426509,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,0.0,1500.0,100,8.0,1.0,0.11108956468504459,0.564002283300529,15.0,15.0,0.5029072080147409,0.4516088005426509,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,0.0,3000.0,100,8.0,1.0,0.11108956468504459,0.564002283300529,15.0,15.0,0.5029072080147409,0.4516088005426509,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,1.0,800.0,100,8.0,1.0,0.1511180416390772,0.544712719197583,15.0,15.0,0.48529250808856905,0.6948714086225843,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,1.0,1500.0,100,8.0,1.0,0.13796905062591902,0.527636021960708,30.0,30.0,0.4713491985467236,0.7514295948417825,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,1.0,3000.0,100,8.0,1.0,0.11997827387927909,0.5615722935234703,15.0,15.0,0.47018869897321747,0.5759499390013417,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,2.0,800.0,100,8.0,1.0,0.08946041781118066,0.37747446900590376,0.0,0.0,0.47898714899825323,0.760182922078605,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,2.0,1500.0,100,8.0,1.0,0.09714197809696189,0.3475511213288443,0.0,0.0,0.5182398167357624,0.6323914044209444,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,2.0,3000.0,100,8.0,1.0,0.06334809141389026,0.30559248782806797,0.0,0.0,0.498858305152249,0.509662868404825,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,3.0,800.0,100,8.0,1.0,0.17909692062251414,0.6817369369390516,15.0,15.0,0.4682108987037922,0.6675874392220028,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,3.0,1500.0,100,8.0,1.0,0.11762912197352876,0.5022150323569029,15.0,15.0,0.43297674224333815,0.7811292420780319,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,3.0,3000.0,100,8.0,1.0,0.056693282787733626,0.33083478901122637,0.0,0.0,0.47508959796506617,0.545791891196201,CRITICAL-ish (perturbation persists)
