hold,tau_syn,adapt_b,tau_w,adapt_b2,tau_w2,n_input,input_scale,inh_scale,mc1,total_mc,horizon_ms,reach_ms,sep,ratio,regime
150,5.0,4.0,400.0,0.0,800.0,100,8.0,1.0,0.11423001168049005,0.7744484050836922,30.0,30.0,0.5873127222633,0.4393852107668053,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,0.0,1500.0,100,8.0,1.0,0.11423001168049005,0.7744484050836922,30.0,30.0,0.5873127222633,0.4393852107668053,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,0.0,3000.0,100,8.0,1.0,0.11423001168049005,0.7744484050836922,30.0,30.0,0.5873127222633,0.4393852107668053,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,1.0,800.0,100,8.0,1.0,0.025952155302360478,0.4312498380485229,0.0,0.0,0.5895173269750019,0.48371366426393064,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,1.0,1500.0,100,8.0,1.0,0.08911544785590525,0.4547059448202567,0.0,30.0,0.7298611413217002,0.39611166221823924,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,1.0,3000.0,100,8.0,1.0,0.0977080919452176,0.44167809341906306,0.0,0.0,0.6211291771310267,0.34004360905642445,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,2.0,800.0,100,8.0,1.0,0.02655079691845454,0.3121669141055965,0.0,0.0,0.636885350920937,0.4619645976760522,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,2.0,1500.0,100,8.0,1.0,0.13125183969016016,0.642615421497183,15.0,15.0,0.5924346826861794,0.3886223911704343,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,2.0,3000.0,100,8.0,1.0,0.12241701078605796,0.5979124672923536,15.0,15.0,0.6434777952676557,0.46537744608776055,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,3.0,800.0,100,8.0,1.0,0.12973555699854156,0.5799597186754183,15.0,15.0,0.49771831180711135,0.33706517612604514,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,3.0,1500.0,100,8.0,1.0,0.22300279618770905,0.485848486420165,15.0,15.0,0.5682081786419316,0.5576285111139812,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,3.0,3000.0,100,8.0,1.0,0.0894971588840611,0.355108090289886,0.0,0.0,0.5843314020155657,0.3958823970733092,CRITICAL-ish (perturbation persists)
