tau_syn,adapt_b,tau_w,n_input,input_scale,inh_scale,mc1,total_mc,horizon_ms,sep,ratio,regime
5.0,0.0,100.0,100,8.0,1.0,0.18861412455697601,0.9586194863535034,45.0,0.13324345107811686,0.5475609246868499,CRITICAL-ish (perturbation persists)
5.0,0.0,200.0,100,8.0,1.0,0.18861412455697601,0.9586194863535034,45.0,0.13324345107811686,0.5475609246868499,CRITICAL-ish (perturbation persists)
5.0,0.0,400.0,100,8.0,1.0,0.18861412455697601,0.9586194863535034,45.0,0.13324345107811686,0.5475609246868499,CRITICAL-ish (perturbation persists)
5.0,2.0,100.0,100,8.0,1.0,0.03129199167666753,0.38291647268242973,0.0,0.11879902446928486,0.5024368084439547,CRITICAL-ish (perturbation persists)
5.0,2.0,200.0,100,8.0,1.0,0.09014328350644737,0.868828386685682,0.0,0.10860505840997145,0.21624263989695552,"FADING MEMORY (ordered, usable)"
5.0,2.0,400.0,100,8.0,1.0,0.2652904728579628,1.0811578532705768,30.0,0.07379451210541095,0.2804877367313379,"FADING MEMORY (ordered, usable)"
5.0,4.0,100.0,100,8.0,1.0,0.273006907837093,1.089914329052397,30.0,0.10482957030318128,0.14643043539193548,"FADING MEMORY (ordered, usable)"
5.0,4.0,200.0,100,8.0,1.0,0.19546262104792228,0.9806137994502365,30.0,0.0683711504676136,0.14621769176884605,"FADING MEMORY (ordered, usable)"
5.0,4.0,400.0,100,8.0,1.0,0.1956966290176342,0.6452441693567761,30.0,0.07164465938364908,0.26085924298569535,"FADING MEMORY (ordered, usable)"
5.0,6.0,100.0,100,8.0,1.0,0.10862929896469406,0.9215370335415686,45.0,0.08388830974282253,0.2622732024913155,"FADING MEMORY (ordered, usable)"
5.0,6.0,200.0,100,8.0,1.0,0.19762169757615367,0.5691835239022552,30.0,0.06989067750717395,0.2544985581908228,"FADING MEMORY (ordered, usable)"
5.0,6.0,400.0,100,8.0,1.0,0.2487999056364017,0.8523621271819293,30.0,0.06378915914349544,0.42387807243712916,CRITICAL-ish (perturbation persists)
5.0,8.0,100.0,100,8.0,1.0,0.11043597465298723,0.8111471898368229,30.0,0.06337411171011573,0.24885312899914258,"FADING MEMORY (ordered, usable)"
5.0,8.0,200.0,100,8.0,1.0,0.18664778565125528,0.8752987434462132,30.0,0.05535261970660439,0.2827800912482473,"FADING MEMORY (ordered, usable)"
5.0,8.0,400.0,100,8.0,1.0,0.23150318602958114,0.6372722136016131,30.0,0.06823152828701043,0.21480315466590885,"FADING MEMORY (ordered, usable)"
