hold,tau_syn,adapt_b,tau_w,adapt_b2,tau_w2,n_input,input_scale,inh_scale,mc1,total_mc,horizon_ms,reach_ms,sep,ratio,regime
150,5.0,4.0,400.0,0.0,800.0,100,8.0,1.0,0.04328245114891828,0.6476832121292975,0.0,0.0,0.6883250685530539,0.3200696797753104,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,0.0,1500.0,100,8.0,1.0,0.04328245114891828,0.6476832121292975,0.0,0.0,0.6883250685530539,0.3200696797753104,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,0.0,3000.0,100,8.0,1.0,0.04328245114891828,0.6476832121292975,0.0,0.0,0.6883250685530539,0.3200696797753104,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,1.0,800.0,100,8.0,1.0,0.11762808261510657,0.6539724329659178,30.0,30.0,0.7055525985054303,0.5092207792643513,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,1.0,1500.0,100,8.0,1.0,0.08238961146102139,0.4767894246125673,0.0,0.0,0.6729825271487656,0.34102941183264085,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,1.0,3000.0,100,8.0,1.0,0.08626184701845374,0.6428766692579189,0.0,0.0,0.753609861726234,0.3984617543609377,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,2.0,800.0,100,8.0,1.0,0.14655368667129903,0.5583666789970299,15.0,15.0,0.5276906324542568,0.40052875908916175,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,2.0,1500.0,100,8.0,1.0,0.08965514075598706,0.4829709256617361,0.0,0.0,0.6029204167747212,0.7476911459265665,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,2.0,3000.0,100,8.0,1.0,0.07837999825205527,0.3216383257315511,0.0,0.0,0.5895108570944203,0.34325098586863045,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,3.0,800.0,100,8.0,1.0,0.10473827491275504,0.41686731000567906,15.0,15.0,0.6997551529842766,0.4349903624614757,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,3.0,1500.0,100,8.0,1.0,0.05453990113106823,0.4477597686177256,0.0,0.0,0.5945025439890396,0.648607786386283,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,3.0,3000.0,100,8.0,1.0,0.07111734934167746,0.4035614941336977,0.0,0.0,0.6133938400588104,0.4863471824793679,CRITICAL-ish (perturbation persists)
