tau_syn,adapt_b,tau_w,n_input,input_scale,inh_scale,mc1,total_mc,horizon_ms,sep,ratio,regime
5.0,0.0,100.0,100,8.0,1.0,0.05200865110690723,0.3333118790614414,0.0,0.2449034481622865,0.8005901118734999,CRITICAL-ish (perturbation persists)
5.0,0.0,200.0,100,8.0,1.0,0.05200865110690723,0.3333118790614414,0.0,0.2449034481622865,0.8005901118734999,CRITICAL-ish (perturbation persists)
5.0,0.0,400.0,100,8.0,1.0,0.05200865110690723,0.3333118790614414,0.0,0.2449034481622865,0.8005901118734999,CRITICAL-ish (perturbation persists)
5.0,2.0,100.0,100,8.0,1.0,0.06185132916902382,0.3433024862740427,0.0,0.15774739003631222,0.882967230997174,CRITICAL-ish (perturbation persists)
5.0,2.0,200.0,100,8.0,1.0,0.12132847293185364,0.48333159531636827,15.0,0.1468141866508365,0.532565698383588,CRITICAL-ish (perturbation persists)
5.0,2.0,400.0,100,8.0,1.0,0.13160253054524787,0.7252772571685387,15.0,0.12607389685387485,0.16062788946675374,"FADING MEMORY (ordered, usable)"
5.0,4.0,100.0,100,8.0,1.0,0.17269389594420945,0.44798442989361303,15.0,0.14424793330763672,0.1830658910254328,"FADING MEMORY (ordered, usable)"
5.0,4.0,200.0,100,8.0,1.0,0.22306864601478443,0.7082475248204962,30.0,0.07480156845491637,0.16447818916727355,"FADING MEMORY (ordered, usable)"
5.0,4.0,400.0,100,8.0,1.0,0.19284016767204404,1.0961524240622225,45.0,0.07453166852957803,0.20314509440652043,"FADING MEMORY (ordered, usable)"
5.0,6.0,100.0,100,8.0,1.0,0.20547650267394987,0.7557931327048593,15.0,0.10674626640398752,0.1460875472686208,"FADING MEMORY (ordered, usable)"
5.0,6.0,200.0,100,8.0,1.0,0.29940494189521377,0.878353827866285,30.0,0.06208723792569671,0.2136631711300433,"FADING MEMORY (ordered, usable)"
5.0,6.0,400.0,100,8.0,1.0,0.19727832934844705,0.7359921695740268,30.0,0.07760007991691371,0.3446903744294309,CRITICAL-ish (perturbation persists)
5.0,8.0,100.0,100,8.0,1.0,0.26156207845044865,0.8478855024269779,15.0,0.07015725476126082,0.1497917201364704,"FADING MEMORY (ordered, usable)"
5.0,8.0,200.0,100,8.0,1.0,0.14008648776045063,0.7130293662979913,15.0,0.059629123343885475,0.25492337870362025,"FADING MEMORY (ordered, usable)"
5.0,8.0,400.0,100,8.0,1.0,0.21872704684693633,0.7400493376284913,30.0,0.06885544701287874,0.3321038044129115,CRITICAL-ish (perturbation persists)
