hold,tau_syn,adapt_b,tau_w,adapt_b2,tau_w2,n_input,input_scale,inh_scale,mc1,total_mc,horizon_ms,reach_ms,sep,ratio,regime
150,5.0,4.0,400.0,0.0,800.0,100,8.0,1.0,0.09245372473535604,0.6012701088704951,0.0,30.0,0.7477261947668338,0.5680148455209907,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,0.0,1500.0,100,8.0,1.0,0.09245372473535604,0.6012701088704951,0.0,30.0,0.7477261947668338,0.5680148455209907,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,0.0,3000.0,100,8.0,1.0,0.09245372473535604,0.6012701088704951,0.0,30.0,0.7477261947668338,0.5680148455209907,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,1.0,800.0,100,8.0,1.0,0.12072337049993896,0.4861117674913027,15.0,15.0,0.7632478605750481,0.5040861207941779,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,1.0,1500.0,100,8.0,1.0,0.11977405897649471,0.5526554482634255,30.0,30.0,0.7554336466057632,0.31147114855543434,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,1.0,3000.0,100,8.0,1.0,0.148960526757117,0.4699518104428497,15.0,15.0,0.7088813703724112,0.3422388697297135,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,2.0,800.0,100,8.0,1.0,0.13896337157359806,0.5000439172017482,30.0,30.0,0.66552433397556,0.5890014237107073,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,2.0,1500.0,100,8.0,1.0,0.1282738896601839,0.468080310644636,15.0,15.0,0.7844084860351601,0.7455272309981967,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,2.0,3000.0,100,8.0,1.0,0.1015376444341342,0.42859959790717933,15.0,15.0,0.7249960566867916,0.4182202898504993,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,3.0,800.0,100,8.0,1.0,0.14058950605025147,0.6189640729214266,30.0,30.0,0.7558891375495145,0.33153882948304797,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,3.0,1500.0,100,8.0,1.0,0.07317669497928643,0.45037020438098674,0.0,0.0,0.6302476554142292,0.4942405517357288,CRITICAL-ish (perturbation persists)
150,5.0,4.0,400.0,3.0,3000.0,100,8.0,1.0,0.0786553631311839,0.3665574598087753,0.0,0.0,0.7044728198731146,0.3763607171310517,CRITICAL-ish (perturbation persists)
