tau_syn,adapt_b,tau_w,n_input,input_scale,inh_scale,mc1,total_mc,horizon_ms,sep,ratio,regime
5.0,0.0,100.0,100,8.0,1.0,0.1543570874153926,0.4043921185135196,15.0,0.29181179747305347,0.9583074979842017,CRITICAL-ish (perturbation persists)
5.0,0.0,200.0,100,8.0,1.0,0.1543570874153926,0.4043921185135196,15.0,0.29181179747305347,0.9583074979842017,CRITICAL-ish (perturbation persists)
5.0,0.0,400.0,100,8.0,1.0,0.1543570874153926,0.4043921185135196,15.0,0.29181179747305347,0.9583074979842017,CRITICAL-ish (perturbation persists)
5.0,2.0,100.0,100,8.0,1.0,0.15639016082163718,0.46033399996010155,15.0,0.1258835956781066,0.729804469473037,CRITICAL-ish (perturbation persists)
5.0,2.0,200.0,100,8.0,1.0,0.11295949868847052,0.5639992251064353,30.0,0.16236179655751665,0.1716739147574583,"FADING MEMORY (ordered, usable)"
5.0,2.0,400.0,100,8.0,1.0,0.2369806192232919,0.804346598070278,30.0,0.08820162710178227,0.17433304722215523,"FADING MEMORY (ordered, usable)"
5.0,4.0,100.0,100,8.0,1.0,0.18164528902189742,0.5765264505888303,15.0,0.13883331123820272,0.16966490270689105,"FADING MEMORY (ordered, usable)"
5.0,4.0,200.0,100,8.0,1.0,0.2503460254425593,0.7594832869429686,15.0,0.10173305804355852,0.2731331976353411,"FADING MEMORY (ordered, usable)"
5.0,4.0,400.0,100,8.0,1.0,0.25471056610788284,0.9121832894396201,30.0,0.08689076387575717,0.2509285845406556,"FADING MEMORY (ordered, usable)"
5.0,6.0,100.0,100,8.0,1.0,0.26696410167451157,0.8973882616273782,30.0,0.06893894481749199,0.2750154578324901,"FADING MEMORY (ordered, usable)"
5.0,6.0,200.0,100,8.0,1.0,0.23829593889033573,0.58752536067806,15.0,0.08055447712812808,0.23100779076199618,"FADING MEMORY (ordered, usable)"
5.0,6.0,400.0,100,8.0,1.0,0.2440998971455055,0.7691906389479041,15.0,0.08012361727561172,0.2682383046988395,"FADING MEMORY (ordered, usable)"
5.0,8.0,100.0,100,8.0,1.0,0.1759136585352724,0.6948433853868637,30.0,0.06733357161238929,0.2733481458428699,"FADING MEMORY (ordered, usable)"
5.0,8.0,200.0,100,8.0,1.0,0.19656189151639059,0.627842466309079,30.0,0.07462483473384032,0.22701282388965832,"FADING MEMORY (ordered, usable)"
5.0,8.0,400.0,100,8.0,1.0,0.2287880163518733,0.7328902173984353,15.0,0.05605237951710047,0.3320946155680667,CRITICAL-ish (perturbation persists)
