tau_syn,adapt_b,tau_w,n_input,input_scale,inh_scale,mc1,total_mc,horizon_ms,sep,ratio,regime
5.0,0.0,100.0,100,8.0,1.0,0.16196640135088494,0.4596584671816996,15.0,0.1297873702891859,0.9210574357134577,CRITICAL-ish (perturbation persists)
5.0,0.0,200.0,100,8.0,1.0,0.16196640135088494,0.4596584671816996,15.0,0.1297873702891859,0.9210574357134577,CRITICAL-ish (perturbation persists)
5.0,0.0,400.0,100,8.0,1.0,0.16196640135088494,0.4596584671816996,15.0,0.1297873702891859,0.9210574357134577,CRITICAL-ish (perturbation persists)
5.0,2.0,100.0,100,8.0,1.0,0.1842244656651563,0.5906131310932641,15.0,0.14639153115817674,0.6815339651979201,CRITICAL-ish (perturbation persists)
5.0,2.0,200.0,100,8.0,1.0,0.03629626315519532,0.4023936211131557,0.0,0.16367067638152744,0.2835669530017269,"FADING MEMORY (ordered, usable)"
5.0,2.0,400.0,100,8.0,1.0,0.2509587265485451,0.8369889323631604,45.0,0.10607202011895396,0.21943069443450886,"FADING MEMORY (ordered, usable)"
5.0,4.0,100.0,100,8.0,1.0,0.15951729246632518,0.781373484576291,15.0,0.17709525278474833,0.21812938798850123,"FADING MEMORY (ordered, usable)"
5.0,4.0,200.0,100,8.0,1.0,0.29925339745394997,1.0197438462881636,30.0,0.08988448463082675,0.15731456513789896,"FADING MEMORY (ordered, usable)"
5.0,4.0,400.0,100,8.0,1.0,0.22749766961298443,0.8162106588850035,30.0,0.07955722872606479,0.15053088604257475,"FADING MEMORY (ordered, usable)"
5.0,6.0,100.0,100,8.0,1.0,0.431438501826945,1.1228644352001966,30.0,0.09071200078711342,0.15142692212811734,"FADING MEMORY (ordered, usable)"
5.0,6.0,200.0,100,8.0,1.0,0.12960057870044633,0.8712915516096692,30.0,0.08906958801688578,0.2300044244006627,"FADING MEMORY (ordered, usable)"
5.0,6.0,400.0,100,8.0,1.0,0.1821306080951583,0.8344552790492851,30.0,0.09248595838156456,0.22344117178339354,"FADING MEMORY (ordered, usable)"
5.0,8.0,100.0,100,8.0,1.0,0.29711732684530767,1.0843340828420414,45.0,0.08495783143836705,0.1681442407989565,"FADING MEMORY (ordered, usable)"
5.0,8.0,200.0,100,8.0,1.0,0.3422495417979875,0.8498418161451196,30.0,0.08605234725594943,0.2564715897519864,"FADING MEMORY (ordered, usable)"
5.0,8.0,400.0,100,8.0,1.0,0.25883300304005913,0.8089523190001526,15.0,0.09830715230462585,0.20433713633476533,"FADING MEMORY (ordered, usable)"
